EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,YearsAtCompany,YearsSinceLastPromotion,MonthlyIncome,WorkLifeBalance,JobSatisfaction,PerformanceRating,CommuteDistance,NumberOfCompaniesWorked,Attrition
6805,41,Female,Married,Engineering,Junior,36,2,43514,2,1,4,30,8,0
6806,39,Female,Single,Engineering,Mid-Level,77,7,113635,4,3,3,1,7,0
6807,29,Female,Single,HR,Mid-Level,4,6,74213,2,3,3,29,1,0
6808,34,Female,Single,Engineering,Mid-Level,67,7,124239,3,3,4,39,8,0
6809,29,Male,Single,Engineering,Junior,13,4,133627,3,1,2,39,4,1
6810,46,Female,Single,Sales,Junior,21,3,92809,3,3,4,49,1,0
6811,31,Female,Married,Sales,Junior,79,7,73312,1,3,4,40,4,0
6812,48,Male,Married,Marketing,Junior,62,6,110143,1,4,3,3,9,0
6813,22,Male,Married,Marketing,Manager,46,1,104066,3,2,3,24,3,0
6814,34,Female,Divorced,Sales,Mid-Level,27,1,117908,2,4,2,17,7,0
6815,34,Female,Married,HR,Senior,66,1,60130,3,2,2,49,4,0
6816,26,Female,Married,Sales,Mid-Level,36,1,44379,3,3,3,43,2,0
6817,41,Female,Divorced,Engineering,Manager,9,6,112268,2,2,3,45,7,0
6818,32,Female,Married,Sales,Junior,79,1,113593,4,1,1,44,9,0
6819,45,Female,Single,Sales,Junior,53,6,43857,4,4,3,43,2,0
6820,28,Male,Married,Sales,Junior,36,0,130585,2,4,3,45,8,0
6821,43,Male,Single,Sales,Junior,60,5,135845,2,1,2,6,7,0
6822,50,Male,Single,Marketing,Senior,27,8,69869,2,1,2,49,1,1
6823,33,Male,Married,Marketing,Mid-Level,82,1,107747,4,4,4,32,5,0
6824,26,Male,Married,Engineering,Senior,8,8,122041,1,1,3,17,2,1
6825,46,Female,Married,HR,Mid-Level,51,0,41036,2,4,3,16,7,0
6826,26,Male,Married,HR,Junior,11,5,74097,4,1,4,22,2,0
6827,31,Female,Divorced,HR,Mid-Level,19,8,147991,2,1,3,7,2,1
6828,40,Male,Single,Sales,Junior,45,7,75605,4,4,2,38,8,0
6829,36,Male,Married,Marketing,Senior,33,2,158001,1,4,4,22,1,0
6830,27,Male,Single,Marketing,Mid-Level,63,5,112466,1,3,1,45,3,0
6831,27,Female,Single,Sales,Manager,35,8,44085,3,1,4,46,9,0
6832,40,Female,Married,Engineering,Mid-Level,36,2,75565,3,3,3,33,9,0
6833,42,Female,Single,Marketing,Junior,6,0,147265,1,4,3,32,1,0
6834,36,Male,Married,Engineering,Senior,81,6,133642,1,4,3,44,2,0
6835,40,Male,Single,Sales,Mid-Level,50,5,155476,4,3,3,49,9,0
6836,37,Male,Married,Sales,Junior,37,1,150877,2,1,4,22,4,0
6837,31,Male,Single,Marketing,Junior,72,2,43327,1,1,2,14,3,0
6838,40,Male,Married,Engineering,Senior,42,3,62000,2,1,3,35,1,0
6839,37,Female,Single,Sales,Senior,25,6,50923,3,3,2,29,6,0
6840,39,Female,Single,Sales,Senior,7,8,53284,3,1,2,9,1,1
6841,28,Male,Single,Engineering,Junior,67,5,87434,1,4,3,37,8,0
6842,36,Female,Single,Engineering,Junior,50,3,136766,2,4,3,48,7,0
6843,33,Male,Married,Sales,Senior,9,0,90486,4,2,4,32,2,0
6844,39,Female,Married,Engineering,Junior,11,9,127028,1,3,2,12,6,1
6845,37,Female,Single,Marketing,Senior,1,6,128282,4,1,3,13,9,0
6846,33,Male,Married,Engineering,Junior,72,7,146994,3,3,4,39,5,0
6847,36,Female,Married,Sales,Junior,2,6,90668,1,1,1,3,6,1
6848,26,Female,Married,Engineering,Junior,71,9,78400,1,3,2,27,5,1
6849,30,Male,Married,Sales,Junior,38,7,65008,4,1,1,46,6,1
6850,31,Female,Married,Engineering,Junior,75,3,119612,2,4,3,39,2,0
6851,29,Male,Single,HR,Mid-Level,43,6,82215,2,1,2,21,2,1
6852,29,Female,Married,Sales,Junior,18,1,79110,1,2,2,30,2,1
6853,59,Female,Divorced,Engineering,Junior,75,9,85609,1,2,4,31,5,1
6854,38,Female,Married,Engineering,Mid-Level,36,4,134253,4,2,2,3,2,0
6855,39,Male,Single,HR,Junior,81,9,125466,4,3,3,5,4,0
6856,36,Female,Married,Sales,Senior,1,2,105339,4,1,3,28,2,0
6857,43,Female,Single,Engineering,Junior,49,9,92378,1,4,3,12,1,0
6858,28,Male,Married,Marketing,Junior,20,2,84033,1,3,3,49,5,0
6859,49,Male,Married,Marketing,Junior,46,4,42999,2,2,4,5,8,0
6860,38,Female,Married,Sales,Junior,52,3,147216,3,2,4,5,2,0
6861,40,Male,Married,Sales,Manager,25,6,148458,3,4,2,16,6,0
6862,37,Female,Married,Engineering,Junior,34,2,127816,2,4,4,27,4,0
6863,39,Male,Single,Engineering,Mid-Level,77,8,132258,1,1,1,26,7,1
6864,37,Male,Single,HR,Manager,19,8,61204,1,4,3,13,7,0
6865,22,Male,Divorced,Engineering,Mid-Level,48,7,65704,1,1,3,27,6,1
6866,43,Female,Married,Sales,Senior,29,6,134976,1,3,3,17,5,0
6867,36,Male,Divorced,Engineering,Junior,68,2,100174,3,3,2,8,2,0
6868,34,Male,Single,Sales,Junior,50,3,119803,3,2,2,36,1,0
6869,35,Male,Married,Engineering,Mid-Level,13,1,105141,3,2,2,39,1,0
6870,29,Male,Married,Engineering,Junior,18,7,86772,2,3,4,27,7,0
6871,39,Female,Married,Sales,Manager,33,2,157376,1,4,4,24,8,0
6872,31,Male,Single,Engineering,Senior,49,3,116263,1,4,3,34,1,0
6873,24,Male,Single,Marketing,Manager,34,5,70341,3,1,3,17,9,0
6874,34,Female,Single,Sales,Mid-Level,26,0,86044,2,3,2,25,6,0
6875,31,Female,Single,Sales,Junior,52,5,45421,2,2,1,29,3,1
6876,38,Female,Married,Marketing,Junior,59,8,49395,2,1,2,27,6,1
6877,33,Female,Single,Sales,Mid-Level,30,8,56395,2,3,2,18,4,0
6878,28,Male,Single,Engineering,Junior,82,0,41241,4,2,3,6,3,0
6879,28,Male,Single,Engineering,Mid-Level,55,6,49677,1,1,1,36,7,1
6880,34,Female,Married,Sales,Senior,50,8,96208,3,3,2,26,8,0
6881,30,Male,Single,Engineering,Mid-Level,37,6,98643,2,4,4,32,1,0
6882,31,Female,Single,Engineering,Mid-Level,68,7,137773,3,2,3,47,9,1
6883,32,Female,Single,Engineering,Junior,41,5,63450,3,4,3,40,1,0
6884,29,Male,Single,Engineering,Mid-Level,69,8,123986,3,3,3,22,3,0
6885,34,Female,Married,HR,Junior,27,7,65247,3,4,1,36,8,0
6886,27,Male,Divorced,Engineering,Mid-Level,45,3,98630,2,1,3,31,4,1
6887,38,Female,Married,Engineering,Junior,65,9,74318,2,3,3,46,4,1
6888,40,Female,Single,Engineering,Junior,37,6,115584,2,3,4,8,6,0
6889,27,Male,Married,Engineering,Junior,55,8,98685,2,2,4,36,4,0
6890,32,Female,Single,Engineering,Junior,58,1,123901,3,2,4,19,8,0
6891,43,Female,Single,Marketing,Junior,61,1,48159,4,1,3,16,5,0
6892,26,Male,Married,HR,Mid-Level,41,4,85027,2,3,2,30,9,0
6893,51,Female,Married,Engineering,Senior,60,4,153525,3,3,3,20,1,0
6894,34,Male,Single,Sales,Mid-Level,6,3,98065,3,3,3,5,5,0
6895,28,Male,Single,Engineering,Mid-Level,6,6,41859,3,1,4,41,4,0
6896,22,Male,Divorced,Engineering,Mid-Level,47,4,135864,2,1,3,21,5,0
6897,28,Male,Divorced,Sales,Manager,33,1,86575,4,3,4,26,8,0
6898,36,Female,Single,HR,Senior,31,1,125542,3,4,2,7,8,0
6899,46,Female,Single,Engineering,Junior,81,7,76455,2,1,1,32,2,1
6900,53,Male,Single,Engineering,Mid-Level,34,3,85976,3,3,3,16,7,0
6901,40,Female,Single,Engineering,Mid-Level,62,8,80678,3,2,4,11,6,0
6902,49,Female,Single,Sales,Manager,34,5,102188,3,3,2,44,1,0
6903,39,Male,Married,Sales,Senior,49,4,55553,4,3,2,16,1,0
6904,33,Male,Married,Sales,Junior,39,9,85028,2,2,1,18,7,1
6905,30,Male,Single,Engineering,Senior,2,7,90462,3,2,1,47,2,0
6906,34,Male,Single,Engineering,Junior,25,2,48300,1,3,3,33,8,0
6907,32,Female,Single,Engineering,Junior,35,9,50328,4,2,3,2,6,0
6908,37,Female,Divorced,Engineering,Junior,39,6,69577,1,1,4,38,2,0
6909,31,Female,Married,Marketing,Senior,82,0,119339,3,1,3,15,8,0
6910,42,Male,Divorced,Engineering,Mid-Level,46,3,127459,2,1,3,26,4,0
6911,27,Male,Single,Sales,Junior,83,1,152467,3,2,3,5,8,0
6912,26,Male,Single,Engineering,Mid-Level,65,4,88859,2,2,3,49,5,0
6913,22,Female,Single,Engineering,Mid-Level,71,0,108970,3,3,3,24,7,0
6914,41,Female,Married,Sales,Mid-Level,42,2,47632,3,2,4,39,2,0
6915,22,Male,Divorced,HR,Mid-Level,44,0,131965,3,4,3,26,1,0
6916,25,Male,Single,Marketing,Junior,75,2,103763,4,3,2,18,8,0
6917,32,Male,Single,Marketing,Mid-Level,69,2,65933,4,2,3,33,3,0
6918,31,Female,Married,Sales,Junior,26,9,56950,3,3,4,35,9,0
6919,32,Female,Married,Sales,Mid-Level,25,0,89759,4,4,4,20,9,0
6920,27,Male,Single,Marketing,Mid-Level,63,4,125157,2,1,3,21,5,0
6921,45,Male,Single,Sales,Senior,29,1,157727,2,4,4,8,2,0
6922,22,Female,Single,Engineering,Mid-Level,46,2,89100,3,3,2,1,5,0
6923,36,Female,Married,Sales,Mid-Level,5,7,71047,2,1,4,7,5,0
6924,26,Female,Single,Engineering,Junior,67,9,125848,1,4,2,42,8,1
6925,22,Male,Single,Engineering,Junior,59,8,125608,3,4,4,5,1,0
6926,34,Female,Single,Marketing,Junior,19,9,97636,3,3,4,34,9,0
6927,33,Male,Single,Engineering,Manager,55,1,157264,1,1,2,1,4,0
6928,25,Male,Single,Engineering,Junior,10,0,66020,3,1,2,31,4,0
6929,53,Female,Married,Engineering,Junior,71,6,153981,4,1,2,32,2,1
6930,30,Male,Single,HR,Junior,77,8,89343,3,1,2,19,6,1
6931,36,Male,Married,Sales,Mid-Level,65,4,154034,4,2,3,36,9,0
6932,34,Female,Married,Engineering,Senior,4,0,115257,2,4,2,47,7,0
6933,40,Female,Married,HR,Junior,14,1,109706,3,2,4,36,1,0
6934,35,Female,Married,Sales,Mid-Level,30,1,75509,2,2,3,25,7,0
6935,26,Male,Single,Engineering,Senior,17,1,151506,2,4,2,17,3,0
6936,33,Female,Single,Engineering,Junior,43,1,138087,3,3,3,41,2,0
6937,27,Male,Married,Engineering,Senior,29,4,156965,1,1,4,21,2,1
6938,29,Female,Single,Engineering,Senior,3,7,147561,3,4,3,13,8,0
6939,31,Female,Single,Engineering,Mid-Level,6,0,93405,1,2,2,33,8,0
6940,36,Male,Married,Sales,Mid-Level,80,9,78563,3,4,3,37,7,1
6941,48,Male,Married,Marketing,Junior,40,6,140082,2,1,3,3,9,0
6942,38,Male,Divorced,Sales,Junior,50,2,133360,2,4,3,23,4,0
6943,37,Female,Single,Engineering,Junior,79,5,41485,3,1,4,26,4,0
6944,22,Female,Married,Engineering,Junior,51,5,148236,3,4,3,41,9,0
6945,35,Male,Married,Engineering,Mid-Level,80,6,66193,3,2,3,40,2,1
6946,30,Female,Single,Marketing,Mid-Level,83,7,100559,4,3,4,17,4,0
6947,24,Female,Married,Sales,Mid-Level,15,0,85900,2,2,4,34,3,0
6948,22,Male,Married,Marketing,Junior,26,8,60914,3,2,3,25,2,1
6949,30,Male,Divorced,Marketing,Junior,45,5,78374,1,4,4,5,8,0
6950,35,Male,Married,Engineering,Senior,54,4,118945,2,3,3,30,7,0
6951,53,Male,Single,HR,Senior,6,3,148638,2,3,4,19,1,0
6952,38,Male,Single,Marketing,Junior,64,7,152855,4,2,3,44,5,0
6953,33,Female,Single,Sales,Junior,57,8,138635,4,4,3,31,8,0
6954,38,Female,Single,Engineering,Senior,12,2,91881,2,3,4,24,7,0
6955,34,Male,Married,Sales,Senior,58,8,121134,2,1,3,29,9,1
6956,38,Male,Single,Marketing,Senior,20,7,102423,4,1,3,15,1,0
6957,39,Female,Married,Engineering,Senior,8,6,96099,4,2,3,6,5,0
6958,30,Male,Single,Engineering,Junior,29,3,107097,4,4,4,35,5,0
6959,38,Female,Married,HR,Junior,5,7,115843,4,4,3,34,6,0
6960,25,Male,Married,Sales,Junior,82,1,111910,3,3,1,23,5,0
6961,43,Female,Single,Engineering,Junior,13,7,42179,4,4,3,8,7,0
6962,38,Female,Married,Marketing,Senior,27,6,139111,4,1,2,7,6,0
6963,38,Male,Single,HR,Junior,62,6,52332,3,2,3,26,1,0
6964,32,Female,Married,Engineering,Junior,66,8,51051,1,3,4,31,9,0
6965,40,Male,Married,Marketing,Junior,18,0,100897,1,3,2,4,3,0
6966,52,Female,Married,Sales,Senior,82,5,40519,1,2,4,25,9,0
6967,30,Male,Single,Marketing,Mid-Level,62,4,74356,3,1,3,9,2,0
6968,36,Male,Single,Engineering,Junior,73,8,94373,2,2,2,31,1,1
6969,29,Male,Single,Sales,Senior,35,4,87633,1,1,2,26,4,1
6970,42,Female,Single,Engineering,Senior,30,1,76319,3,2,2,36,7,0
6971,37,Female,Divorced,Engineering,Senior,22,5,52277,2,4,3,18,8,0
6972,35,Female,Married,Marketing,Junior,63,6,63083,2,1,3,33,1,1
6973,34,Male,Married,Marketing,Senior,65,6,158792,2,4,3,13,7,0
6974,34,Female,Married,Engineering,Senior,81,3,120784,3,4,2,8,7,0
6975,40,Female,Single,Marketing,Senior,2,0,90852,1,3,2,1,9,0
6976,45,Female,Single,Engineering,Junior,15,5,117408,2,3,3,13,8,0
6977,30,Male,Single,Sales,Junior,38,9,72320,1,3,4,36,8,0
6978,36,Male,Married,Marketing,Junior,80,0,133443,1,3,2,7,9,0
6979,34,Male,Single,Engineering,Junior,32,3,67729,1,1,4,8,3,0
6980,32,Male,Married,Engineering,Mid-Level,21,4,48108,3,4,1,2,9,0
6981,39,Female,Single,Sales,Manager,16,4,53532,1,3,3,40,4,0
6982,22,Female,Single,Marketing,Junior,19,7,87000,2,2,2,31,4,1
6983,22,Male,Single,Engineering,Junior,21,0,99132,2,1,1,20,8,0
6984,51,Female,Married,Engineering,Senior,81,8,131956,2,4,3,44,3,0
6985,39,Female,Married,Engineering,Mid-Level,35,5,64695,1,4,2,46,8,0
6986,39,Male,Married,Engineering,Mid-Level,27,4,154542,1,1,2,34,1,0
6987,34,Female,Single,Engineering,Junior,30,5,152299,2,2,4,39,8,0
6988,39,Male,Single,Engineering,Manager,78,8,143309,1,4,4,27,1,0
6989,36,Male,Single,HR,Junior,68,1,49702,2,2,4,21,6,0
6990,23,Male,Single,Marketing,Senior,82,0,105304,2,2,4,34,2,0
6991,28,Male,Married,Marketing,Mid-Level,60,1,134021,4,4,4,41,8,0
6992,34,Female,Single,Sales,Junior,65,0,81431,3,4,4,18,1,0
6993,36,Male,Divorced,Sales,Mid-Level,6,7,157839,3,1,1,17,2,1
6994,30,Male,Single,Sales,Senior,81,4,120036,4,3,3,37,8,0
6995,37,Male,Married,Engineering,Junior,78,1,69800,3,2,3,29,6,0
6996,34,Female,Married,Marketing,Mid-Level,73,1,49682,2,4,3,14,8,0
6997,27,Male,Married,Engineering,Mid-Level,78,2,44995,4,4,3,24,7,0
6998,23,Male,Single,HR,Senior,71,0,67859,2,1,3,29,7,0
6999,35,Female,Single,HR,Mid-Level,54,0,156425,1,4,3,45,1,0
7000,41,Female,Married,Marketing,Senior,27,2,130215,2,2,1,20,8,0
7001,27,Female,Married,Engineering,Senior,4,2,77165,4,1,3,10,4,0
7002,34,Female,Single,Marketing,Junior,61,9,90497,2,4,3,20,9,0
7003,27,Male,Married,Engineering,Junior,44,5,150209,4,3,4,44,3,0
7004,43,Male,Married,Marketing,Junior,35,9,158420,4,3,1,49,7,0
7005,38,Male,Married,HR,Mid-Level,28,3,79268,4,4,3,43,8,0
7006,34,Male,Single,Engineering,Senior,2,3,141888,3,3,4,25,8,0
7007,39,Male,Married,Engineering,Senior,34,7,134160,3,4,3,48,5,0
7008,47,Female,Single,Engineering,Senior,57,6,96026,4,3,2,17,6,0
7009,34,Female,Married,Marketing,Junior,68,9,110386,1,3,2,40,6,1
7010,30,Female,Single,HR,Senior,55,0,142174,1,3,2,40,7,0
7011,53,Male,Single,Sales,Mid-Level,2,2,97056,3,2,2,15,8,0
7012,30,Female,Married,Sales,Mid-Level,67,0,129484,4,2,3,34,2,0
7013,28,Female,Married,Engineering,Senior,68,7,43492,2,4,3,2,9,0
7014,22,Male,Married,Engineering,Junior,23,7,92593,3,2,3,32,7,0
7015,41,Female,Single,Sales,Mid-Level,72,4,87710,2,3,4,18,1,0
7016,42,Female,Married,HR,Junior,73,8,79766,3,3,1,49,7,1
7017,27,Female,Single,Sales,Mid-Level,26,1,123801,2,4,4,24,2,0
7018,39,Female,Single,HR,Mid-Level,56,9,110225,1,4,2,17,7,0
7019,33,Female,Married,Engineering,Junior,6,9,57601,2,3,1,30,6,1
7020,24,Female,Married,Sales,Senior,65,1,71009,4,3,2,24,2,0
7021,44,Male,Single,Sales,Junior,73,3,84549,2,4,4,20,6,0
7022,27,Female,Single,Engineering,Senior,48,0,75981,1,4,3,43,5,0
7023,39,Male,Single,Engineering,Manager,74,1,64295,4,2,4,8,3,0
7024,41,Male,Single,Marketing,Junior,22,5,99150,2,3,3,17,1,0
7025,39,Female,Single,Engineering,Junior,44,4,133894,1,4,2,49,8,0
7026,33,Male,Single,Marketing,Junior,6,1,120392,2,4,3,6,1,0
7027,22,Female,Single,Sales,Senior,67,0,65656,3,2,3,16,2,0
7028,24,Female,Married,Sales,Junior,5,0,78245,1,4,4,46,7,0
7029,34,Female,Single,Engineering,Junior,21,1,91952,1,2,2,37,5,0
7030,33,Female,Married,Marketing,Junior,22,0,45129,3,4,3,34,5,0
7031,39,Male,Divorced,Marketing,Junior,59,8,109271,1,3,1,37,3,1
7032,37,Female,Married,Sales,Manager,5,6,151987,1,3,2,14,4,0
7033,32,Male,Married,Engineering,Mid-Level,61,2,141044,2,1,4,26,3,0
7034,35,Male,Married,Marketing,Senior,66,1,147675,2,1,4,8,4,0
7035,41,Female,Single,Marketing,Junior,78,3,44486,2,4,2,37,9,0
7036,22,Male,Divorced,Engineering,Junior,54,5,51618,4,1,4,45,4,0
7037,35,Male,Married,Sales,Mid-Level,13,1,137450,4,2,3,45,8,0
7038,33,Male,Married,Engineering,Junior,16,1,70456,3,4,3,6,9,0
7039,35,Female,Married,Engineering,Junior,40,5,62624,2,2,3,37,1,0
7040,38,Female,Single,Sales,Manager,4,2,96321,3,4,4,11,2,0
7041,31,Female,Single,Sales,Junior,19,8,153052,4,1,4,13,9,0
7042,27,Female,Married,Engineering,Junior,24,4,113467,1,1,3,24,8,0
7043,26,Male,Single,Engineering,Manager,49,9,94355,2,1,3,42,7,1
7044,22,Male,Single,Marketing,Junior,18,3,138520,4,3,4,23,8,0
7045,38,Female,Single,Marketing,Mid-Level,36,0,108727,4,4,4,49,9,0
7046,22,Male,Married,Sales,Junior,51,0,60549,3,3,3,36,8,0
7047,31,Male,Married,Sales,Junior,43,1,91825,3,2,3,1,8,0
7048,44,Male,Divorced,Marketing,Junior,42,7,131032,4,3,4,27,6,0
7049,42,Female,Single,Sales,Junior,53,3,153572,1,4,4,23,2,0
7050,39,Female,Divorced,Engineering,Senior,36,3,56679,3,2,3,3,3,0
7051,37,Female,Married,Engineering,Junior,12,8,92227,1,1,4,31,4,1
7052,24,Male,Single,HR,Junior,46,3,76968,1,1,3,30,3,0
7053,49,Female,Married,Engineering,Junior,37,5,94894,3,3,2,20,3,0
7054,40,Female,Married,Sales,Senior,9,2,92617,3,3,1,43,3,0
7055,33,Female,Single,Sales,Junior,33,5,73014,3,3,4,34,4,0
7056,38,Male,Single,Engineering,Manager,61,0,61168,2,4,1,37,5,0
7057,42,Female,Single,Engineering,Junior,78,4,56861,3,1,2,26,1,0
7058,36,Female,Married,Sales,Junior,51,9,43287,2,4,4,1,6,0
7059,25,Male,Divorced,HR,Mid-Level,67,8,104749,4,1,4,37,4,0
7060,41,Male,Married,Sales,Junior,35,4,129305,3,1,3,6,1,0
7061,26,Female,Single,Engineering,Junior,51,6,72374,2,2,1,42,4,1
7062,23,Male,Single,Engineering,Mid-Level,5,2,157127,4,4,3,10,6,0
7063,46,Female,Single,Engineering,Junior,22,0,158270,1,1,2,44,3,1
7064,25,Female,Single,Marketing,Junior,6,0,156644,1,2,4,24,1,0
7065,36,Female,Married,Sales,Junior,80,5,102990,2,2,2,18,6,0
7066,32,Male,Single,Engineering,Senior,51,8,45732,1,4,2,36,4,1
7067,34,Male,Single,Engineering,Mid-Level,43,8,143489,1,2,3,5,3,0
7068,25,Male,Single,Engineering,Mid-Level,42,7,56779,2,1,2,34,2,1
7069,29,Female,Single,Engineering,Senior,26,1,63267,2,4,2,42,6,0
7070,47,Female,Married,Sales,Senior,27,6,78486,2,2,3,6,4,0
7071,34,Male,Married,HR,Junior,58,4,98920,1,4,4,46,5,0
7072,38,Male,Married,Engineering,Junior,15,7,83285,1,2,2,18,4,1
7073,23,Male,Single,Engineering,Senior,66,3,70986,1,2,4,7,2,0
7074,33,Male,Single,Engineering,Mid-Level,68,7,158886,4,1,3,26,6,0
7075,26,Male,Married,Engineering,Mid-Level,41,0,120055,2,3,4,24,6,0
7076,22,Male,Married,Marketing,Mid-Level,23,0,151523,4,3,3,13,7,0
7077,31,Female,Single,Marketing,Junior,50,9,132529,2,2,2,42,8,1
7078,34,Female,Divorced,Sales,Junior,6,8,73707,3,4,4,46,7,0
7079,41,Male,Married,Engineering,Junior,62,0,155814,4,4,2,29,4,0
7080,22,Male,Single,Engineering,Mid-Level,59,1,76104,3,2,4,32,6,0
7081,31,Female,Married,Engineering,Manager,54,4,43402,4,1,2,40,9,1
7082,35,Female,Married,Sales,Junior,76,1,145442,2,4,3,12,2,0
7083,31,Male,Married,Sales,Junior,68,0,57605,1,3,4,15,5,0
7084,34,Female,Single,Engineering,Junior,65,3,100287,2,1,3,5,4,0
7085,54,Male,Married,Engineering,Mid-Level,44,6,143098,3,2,4,22,2,0
7086,34,Male,Married,Sales,Mid-Level,31,1,155902,3,4,2,1,8,0
7087,30,Female,Married,HR,Junior,19,2,71088,4,1,4,42,4,0
7088,23,Male,Married,Sales,Senior,44,4,130181,3,4,3,13,4,0
7089,27,Female,Married,Engineering,Mid-Level,34,6,128618,2,3,3,22,4,0
7090,46,Male,Single,Marketing,Junior,69,0,77669,3,1,2,30,4,0
7091,38,Female,Married,Engineering,Senior,73,0,76236,3,4,3,22,8,0
7092,31,Male,Married,Engineering,Junior,19,1,118697,2,1,4,44,8,0
7093,44,Male,Married,Engineering,Mid-Level,61,4,67579,3,1,2,22,8,0
7094,40,Male,Divorced,Sales,Junior,33,0,66637,1,1,3,19,9,0
7095,36,Female,Married,Sales,Manager,47,8,131288,2,2,2,41,4,1
7096,45,Male,Single,Engineering,Mid-Level,74,8,94171,2,1,1,25,5,1
7097,51,Male,Married,Engineering,Mid-Level,29,7,47308,2,1,1,21,6,1
7098,23,Female,Married,HR,Junior,80,4,141916,3,4,4,14,2,0
7099,46,Male,Single,Engineering,Junior,40,3,48613,3,4,3,28,7,0
7100,29,Male,Married,HR,Junior,48,1,45968,4,2,4,23,2,0
7101,36,Male,Married,Marketing,Senior,1,3,105056,3,3,3,31,5,0
7102,37,Male,Divorced,Engineering,Manager,8,5,75545,1,2,3,26,8,0
7103,37,Male,Married,Marketing,Mid-Level,56,6,50436,2,4,2,13,5,0
7104,41,Male,Married,Sales,Mid-Level,81,9,40794,3,4,3,25,8,0
7105,42,Male,Single,Engineering,Junior,1,5,86563,3,1,1,6,6,1
7106,24,Female,Single,Marketing,Manager,11,9,65753,3,1,4,12,6,0
7107,37,Female,Married,Sales,Junior,62,1,113497,3,4,3,38,5,0
7108,38,Female,Married,HR,Mid-Level,51,7,139804,1,4,3,27,8,0
7109,33,Male,Married,Sales,Mid-Level,54,3,98606,3,1,4,46,9,0
7110,22,Female,Single,Sales,Junior,12,7,60933,3,1,1,37,2,1
7111,39,Male,Single,Sales,Senior,36,5,100834,1,1,2,17,6,1
7112,37,Male,Married,Engineering,Manager,36,0,132217,3,1,2,15,3,0
7113,39,Female,Single,Engineering,Junior,35,0,51194,1,1,4,11,5,0
7114,38,Female,Divorced,Engineering,Mid-Level,55,6,133669,2,1,3,33,2,1
7115,34,Male,Married,Sales,Mid-Level,53,6,77776,2,1,3,17,2,0
7116,31,Female,Single,Sales,Manager,68,6,111208,1,1,4,21,6,1
7117,39,Female,Single,Sales,Junior,58,1,65546,3,2,4,3,4,0
7118,43,Male,Married,Engineering,Senior,51,8,104937,3,2,3,27,5,0
7119,44,Male,Divorced,HR,Junior,23,9,133571,4,3,1,4,3,0
7120,50,Male,Married,Engineering,Mid-Level,83,0,104001,3,1,4,18,4,0
7121,28,Male,Married,Engineering,Mid-Level,76,0,159387,2,2,4,31,2,0
7122,30,Female,Single,Engineering,Manager,50,3,86051,4,3,4,18,2,0
7123,36,Female,Married,Sales,Mid-Level,46,0,131003,2,4,3,3,5,0
7124,37,Female,Married,Engineering,Junior,63,5,48161,2,2,2,30,2,0
7125,35,Female,Married,Engineering,Mid-Level,43,0,112620,1,3,2,13,4,0
7126,25,Male,Married,Sales,Mid-Level,65,6,51425,2,3,3,7,2,0
7127,39,Female,Single,Engineering,Junior,55,3,109712,3,4,4,18,5,0
7128,38,Male,Single,Engineering,Mid-Level,5,3,74490,1,2,3,6,3,0
7129,29,Female,Divorced,Engineering,Mid-Level,50,9,93303,2,2,3,29,8,1
7130,47,Female,Married,Sales,Manager,12,1,45354,3,1,3,26,3,0
7131,30,Male,Single,Sales,Mid-Level,14,4,109540,3,2,3,39,7,0
7132,45,Female,Single,Engineering,Mid-Level,74,6,66720,4,4,4,33,6,0
7133,36,Male,Single,Sales,Mid-Level,22,3,95425,3,2,4,15,9,0
7134,37,Female,Married,Engineering,Mid-Level,58,9,131313,3,2,4,45,6,0
7135,33,Female,Married,Engineering,Junior,45,2,95924,1,1,4,2,1,0
7136,40,Male,Married,Sales,Senior,3,4,54204,3,3,3,29,6,0
7137,40,Female,Single,Marketing,Senior,38,0,134609,4,2,2,44,8,0
7138,44,Male,Single,Engineering,Junior,46,1,85625,1,1,4,33,2,0
7139,33,Male,Married,Sales,Mid-Level,82,7,146929,3,1,2,46,7,1
7140,32,Female,Married,Sales,Manager,10,6,93183,4,1,2,43,7,0
7141,30,Male,Single,Marketing,Mid-Level,10,7,109754,2,1,3,24,7,1
7142,40,Female,Single,Sales,Mid-Level,72,6,76967,3,3,4,14,8,0
7143,22,Female,Married,Sales,Junior,68,0,75295,4,2,3,41,7,0
7144,26,Female,Divorced,Engineering,Mid-Level,17,3,130832,2,2,4,3,5,0
7145,25,Female,Married,Sales,Junior,10,5,154854,1,4,2,28,1,0
7146,29,Female,Divorced,Sales,Junior,26,1,103119,4,1,3,36,9,0
7147,38,Female,Single,Marketing,Mid-Level,17,8,55081,3,3,2,35,9,0
7148,47,Male,Single,Marketing,Mid-Level,7,6,99952,1,3,3,7,8,0
7149,39,Female,Married,HR,Mid-Level,69,1,54596,3,3,2,49,9,0
7150,37,Female,Married,Marketing,Mid-Level,9,8,91256,1,3,3,1,5,0
7151,34,Male,Single,Engineering,Junior,50,0,93400,3,4,3,1,4,0
7152,41,Male,Single,Engineering,Senior,60,3,75321,2,3,4,43,1,0
7153,33,Female,Married,Sales,Mid-Level,65,1,109731,2,1,3,41,1,1
7154,47,Female,Married,Engineering,Junior,16,1,144107,2,2,3,14,3,0
